,,Глубина манометра,Dшт,Руст,Рзаб,Pлин,Руст,Рзаб,Рлин,Туст,Тна шлейфе,Тзаб,Tлин,Дебит газа,Дебит ст. конд.,Дебит воды,Дебит смеси,Дебит гааз,Дебит кон нестабильный,Дебит воды,Нэф,Рпл. Тек (послед точка на КВД),Рпл. Тек (Расчет по КВД),Рпл. Тек (Карноухов),Pсб,Pсб,Ro_g,Ro_c,Ro_w,Удельная плотность газа ,G_total,КГФ,КГФ
22503,2007-06-28 00:00:00,3277.8,12.7,254.32575,354.5,104.1,254.32575,364.1,103.8,50.3,-,106.4,50.5,569.067,138.4,1.6,598.49244,3730,196.5,0.6,44.5,40.35,53.9,52.7,102.7,101.35701949173452,,787,,0.672,,,0.191
22503,2007-06-29 00:00:00,3277.8,14.3,239.127,345.9,105.8,239.127,354.6,104,53.5,-,106.7,54,648.097,158,1.8,681.6896,4726,232.4,1.7,44.5,40.35,53.9,52.7,103.1,101.75178879842092,,787,,0.672,,,0.192
22503,2008-02-28 00:00:00,3276,7.5,268,370.0389,95,268,370.1,95.4,56,28.6,104.98,30.4,246.611,69.9,1.2,261.47294,1967,114.7,1.1,44.5,39.44,48.3,45.6,94.3,93.06686405132001,,785,,0.667,,,0.222
22503,2008-02-29 00:00:00,3276,9.53,262,364.6788075,94.9,262,364.6,94.9,62,36.3,105.18,37.5,350.087,94.4,1.4,370.15784,2970,154.5,1.4,44.5,39.44,48.3,45.6,93.5,92.2773254379472,,785,,0.667,,,0.212
22503,2008-03-01 00:00:00,3276,11.11,252,357.1199625,97,252,357,96.9,66,42.8,105.24,43.7,452.114,117.6,1.4,477.11715999999996,3869,196.7,1.4,44.5,39.44,48.3,45.6,95.3,94.05378731803602,,785,,0.667,,,0.204
22503,2008-03-02 00:00:00,3276,12.7,237.40000000000003,347.44342499999993,95.7,238,347.5,95.8,70,47.5,105.23,47.9,562.202,142,2.1,592.3933,5012,235.7,2,44.5,39.44,48.3,45.6,94.2,92.96817172464841,,785,,0.667,,,0.198
22503,2008-03-03 00:00:00,3276,14.3,220,337.87834499999997,99.8,220,337.7,99.3,70,51.8,105.16,52.1,653.254,154.7,2.3,686.14552,5733,264.3,2.4,44.5,39.44,48.3,45.6,98.5,97.21194177152726,,785,,0.667,,,0.186
22503,2009-01-16 00:00:00,3284,7.94,241.1195652173913,335.20000000000005,88.7,241,335.5,89,51,27,104.68,27.2,215.336,55.4,1.1,226.53898,1773,93.1,1.1,44.5,35.28,40.5,41.6,89.7,88.52701702442636,,782,,0.66,,,0.201
22503,2009-01-20 00:00:00,3284,9.53,240,328.1,91.2,240,328.4,91.4,59.1,34.9,104.84,35.7,312.61,72.7,1.9,325.42891000000003,2750,119.2,2,44.5,35.28,40.5,41.6,88.9,87.73747841105354,,782,,0.66,,,0.182
22503,2009-01-24 00:00:00,3284,11.11,229,318,98,228,318.3,98.9,63.3,41.4,104.85,42.5,409.227,86.3,3.5,424.73861,3583,143.9,3.5,44.5,35.28,40.5,41.6,91,89.81001727115716,,782,,0.66,,,0.165
22503,2009-01-28 00:00:00,3284,12.7,215,307.8,98.6,215,308.1,97.2,65,45.8,104.78,46.3,479.085,93.5,4.7,495.62985000000003,4165,156.8,4.8,44.5,35.28,40.5,41.6,94.4,93.16555637799162,,782,,0.66,,,0.153
22503,2009-02-01 00:00:00,3284,14.29,198,293.6,98.5,197,293.9,98.4,66.9,49.8,104.63,50.5,568.497,106.6,6.4,587.3609399999999,5113,174.3,6.5,44.5,35.28,40.5,41.6,94,92.77078707130521,,782,,0.66,,,0.147
22503,2010-08-16 00:00:00,3288.6,7.94,231.22916666666666,309.1,92.6,230,307.1,92.7,51,-,104.4,28.1,215.803,50.5,0.44891701610110907,224.8580989170161,1759,84.7,0.4,48.3747,33.21,-,-,89.9,88.72440167776956,,779.6,,0.668,,,0.182
22503,2010-08-20 00:00:00,3288.6,11.11,217.2016806722689,293.9,93.1,215,293.9,93.3,60,-,104.6,41.3,387.675,72,1.5,403.74690000000004,3454,123,1.6,48.3747,33.21,-,-,90.8,89.61263261781396,,779.6,,0.668,,,0.145
22503,2011-10-02 00:00:00,3289.8,9.53,199,271,95.94595105865976,199,272.3,94.637,56,-,103.9,36.16154737938216,264.3,47.6,1,274.9396,2223,80,1.1,48.4,-,39.9,-,94,92.77078707130521,,772.6,,0.671,,,0.139
22505,2007-07-11 00:00:00,3672.3,6.35,282.69675,375.048408,106.17516930701034,282.69675,372.1,105.48754,25,-,106.6,24.15616203867847,164.79390254117655,47.62967516518936,0.8748941821112014,171.6753814304705,1047,75,0.9,43,43.98,58.8,65.9,106,104.61386627189736,,,,,,,
22505,2007-07-12 00:00:00,3672.3,9.53,268.51125,356.765325,106.42150231417631,268.51125,354.6,104.83707,47,-,106.8,36.77411065134103,339.9839631851026,100.06929949425266,5.0742453333333355,354.4205691607881,2422,156.6,5,43,43.98,58.8,65.9,105.8,104.41648161855416,,,,,,,
22505,2007-07-13 00:00:00,3672.3,11.11,252.29924999999997,340.8573,106.53457169044204,252.29924999999997,337,106.30395,47,-,106.7,42.8143000142654,424.4614120192292,124.34193808844505,1.6885314693295304,443.0205857300884,3175,194,1.7,43,43.98,58.8,65.9,105.8,104.41648161855416,,,,,,,
22505,2007-07-14 00:00:00,3672.3,12.7,232.03425,323.6746065,106.10082069872298,232.03425,321.5,105.7409,47,-,106.5,47.76626674680694,506.70062227239697,149.2823873779115,1.5186961983471081,529.0110516241984,3955,231.8,1.5,43,43.98,58.8,65.9,105.4,104.02171231186776,,,,,,,
22505,2007-07-15 00:00:00,3672.3,14.29,213.79575,306.710775,106.11478101418439,213.79575,318.3,106.63985,47,-,106.3,51.14760070921981,563.9089136427239,165.69483897872345,1.4199205106382973,588.9956862117206,4511,256.8,1.5,43,43.98,58.8,65.9,106.6,105.20602023192697,,,,,,,
22505,2008-11-11 00:00:00,3679.5,7.94,241,335.97,89.81832063390507,241,333.4,87.58879,48.2,22,106.73,21.98896623095826,236.76262912440276,67.37396674201469,0.500798034398034,245.97035169418078,1599,99.5,0.5,43,38.74,48,61.8,86.5,85.36886257093511,,,,,,,
22505,2008-11-13 00:00:00,3679.5,9.53,231.2173913043478,325.47,89.44326030021458,229,321.7,89.37193,54.7,29.5,106.7,29.489079671193707,331.07270472737656,87.1971791279486,1.5541646890636152,342.9211555132037,2382,128,1.5,43,38.74,48,61.8,88,86.84924747100914,,,,,,,
22505,2008-11-14 00:00:00,3679.5,11.11,219.12,311.69,91.73778479883114,217,306.6,91.68636,60.6,36.8,106.59,36.95314233357711,420.9703807805706,107.6837379370883,2.9050263643013885,435.67879088386206,3100,158.9,2.9,43,38.74,48,61.8,89.7,88.52701702442636,,,,,,,
22505,2008-11-15 00:00:00,3679.5,14.29,188.39130434782612,288.76,96.31888419605232,186,280.4,100.59241,64,46,106.27,46.00891623413251,585.8927795449933,140.76429241184766,5.14166657263752,605.3632885203182,4343,210.4,5.2,43,38.74,48,61.8,92.7,91.4877868245744,,,,,,,
22505,2009-09-11 00:00:00,3678,7.94,224.8,319.639,87.46398928231895,224,317.5,86.870461,50.3,22.9,105.38,23.289476115019067,207.4,61.3,1.3,219.36705999999998,1852,91.3,1.3,46.7435,36.96,60.9,60.8,83.7,82.60547742413027,,,,,,,
22505,2009-09-15 00:00:00,3678,9.53,216.5,310.281,89.16134300783284,214,299.3,90.022499,48.6,30.8,105.36,30.779152722499195,286.1,75,1.2,300.8312,2647,111.9,1.3,46.7435,36.96,60.9,60.8,85.5,84.3819393042191,,,,,,,
22505,2009-09-19 00:00:00,3678,11.11,197.5,291.377,92.07288248653074,194,277.3,91.773788,52.4,37.8,105.16,37.69498104426164,356.4,83.1,1.5,371.28470999999996,3324,125,1.5,46.7435,36.96,60.9,60.8,88.6,87.44140143103873,,,,,,,
22505,2009-09-23 00:00:00,3678,12.7,182.2,271.586,93.25511106004254,179,258.6,92.702141,55.6,41.8,104.91,41.83273067661524,394.6,85.1,1.5,408.96638,3728,128.3,1.5,46.7435,36.96,60.9,60.8,89.7,88.52701702442636,,,,,,,
22505,2009-09-27 00:00:00,3678,14.29,157,249.076,96.47214291808145,153,233.5,100.060417,56.7,47.6,104.5,47.71535749833721,455.6,89.4,1.7,471.00532,4302,135.9,1.7,46.7435,36.96,60.9,60.8,87.3,86.15840118430792,,,,,,,
22505,2010-04-09 00:00:00,3679.5,7.94,211.9,289.3877,91.13122614234176,208,289.6,91.304642,47,24.4,104.903,24.84165043077352,188.434,61.47,1.118,200.870499,1550,92.4,1.1,46.7435,38.65317,64.1,61.3,88.2,87.04663212435234,,,,,,,
22505,2010-04-14 00:00:00,3679.5,9.53,204,282.8709,91.17300798070237,201,275.3,91.616821,48.9,26.7,104.882,31.580439797721507,261.036,72.91,4.748,273.70521499999995,2265,108.9,4.8,46.7435,38.65317,64.1,61.3,88.5,87.34270910436713,,,,,,,
22505,2010-04-17 00:00:00,3679.5,11.11,187.5,267.4787,91.53026166328058,184,255,89.507935,53.5,33.3,104.689,37.478663672060556,323.372,82.487,6.278,337.68152380000004,2918,122.7,6.3,46.7435,38.65317,64.1,61.3,89.8,88.62570935109795,,,,,,,
